commercial_area_code,commercial_area_name,business_type,time_band,quarter_count,total_transactions,band_transactions,band_hours,observed_days,hourly_average,overall_hourly_average,time_index,demand_level
3001491,이태원 관광특구,JAPANESE_FOOD,TIME_17_21,12,135349,46226,4,1096,10.5443,5.1456,204.92,HIGH
3001491,이태원 관광특구,JAPANESE_FOOD,TIME_21_24,12,135349,30342,3,1096,9.2281,5.1456,179.34,HIGH
3001491,이태원 관광특구,WESTERN_FOOD,TIME_00_06,12,5149629,1086066,6,1096,165.156,195.7736,84.36,MEDIUM
3001491,이태원 관광특구,WESTERN_FOOD,TIME_06_11,12,5149629,69305,5,1096,12.6469,195.7736,6.46,CLOSED
3001491,이태원 관광특구,WESTERN_FOOD,TIME_11_14,12,5149629,591044,3,1096,179.7579,195.7736,91.82,MEDIUM
3001491,이태원 관광특구,WESTERN_FOOD,TIME_14_17,12,5149629,638886,3,1096,194.3084,195.7736,99.25,MEDIUM
3001491,이태원 관광특구,WESTERN_FOOD,TIME_17_21,12,5149629,1637814,4,1096,373.589,195.7736,190.83,HIGH
3001491,이태원 관광특구,WESTERN_FOOD,TIME_21_24,12,5149629,1126514,3,1096,342.6137,195.7736,175.01,HIGH
3001491,이태원 관광특구,FAST_FOOD,TIME_00_06,12,2753998,709086,6,1096,107.8294,104.6988,102.99,MEDIUM
3001491,이태원 관광특구,FAST_FOOD,TIME_06_11,12,2753998,222562,5,1096,40.6135,104.6988,38.79,LOW
3001491,이태원 관광특구,FAST_FOOD,TIME_11_14,12,2753998,420378,3,1096,127.8522,104.6988,122.11,MEDIUM
3001491,이태원 관광특구,FAST_FOOD,TIME_14_17,12,2753998,353815,3,1096,107.608,104.6988,102.78,MEDIUM
3001491,이태원 관광특구,FAST_FOOD,TIME_17_21,12,2753998,673440,4,1096,153.6131,104.6988,146.72,HIGH
3001491,이태원 관광특구,FAST_FOOD,TIME_21_24,12,2753998,374717,3,1096,113.965,104.6988,108.85,MEDIUM
3001491,이태원 관광특구,BUNSIK,TIME_00_06,12,163833,9300,6,1096,1.4142,6.2284,22.71,LOW
3001491,이태원 관광특구,BUNSIK,TIME_06_11,12,163833,2083,5,1096,0.3801,6.2284,6.1,CLOSED
3001491,이태원 관광특구,BUNSIK,TIME_11_14,12,163833,23651,3,1096,7.1931,6.2284,115.49,MEDIUM
3001491,이태원 관광특구,BUNSIK,TIME_14_17,12,163833,27807,3,1096,8.4571,6.2284,135.78,HIGH
3001491,이태원 관광특구,BUNSIK,TIME_17_21,12,163833,63496,4,1096,14.4836,6.2284,232.54,VERY_HIGH
3001491,이태원 관광특구,BUNSIK,TIME_21_24,12,163833,37496,3,1096,11.4039,6.2284,183.09,HIGH
3001491,이태원 관광특구,CAFE_BEVERAGE,TIME_00_06,12,4540926,69205,6,1096,10.5239,172.6325,6.1,CLOSED
3001491,이태원 관광특구,CAFE_BEVERAGE,TIME_06_11,12,4540926,549203,5,1096,100.2195,172.6325,58.05,LOW
3001491,이태원 관광특구,CAFE_BEVERAGE,TIME_11_14,12,4540926,1325784,3,1096,403.219,172.6325,233.57,VERY_HIGH
3001491,이태원 관광특구,CAFE_BEVERAGE,TIME_14_17,12,4540926,1428941,3,1096,434.5928,172.6325,251.74,VERY_HIGH
3001491,이태원 관광특구,CAFE_BEVERAGE,TIME_17_21,12,4540926,990374,4,1096,225.9065,172.6325,130.86,HIGH
3001491,이태원 관광특구,CAFE_BEVERAGE,TIME_21_24,12,4540926,177419,3,1096,53.9595,172.6325,31.26,LOW
3001491,이태원 관광특구,BAKERY,TIME_00_06,12,1082708,41874,6,1096,6.3677,41.1613,15.47,LOW
3001491,이태원 관광특구,BAKERY,TIME_06_11,12,1082708,130726,5,1096,23.8551,41.1613,57.96,LOW
3001491,이태원 관광특구,BAKERY,TIME_11_14,12,1082708,217460,3,1096,66.1375,41.1613,160.68,HIGH
3001491,이태원 관광특구,BAKERY,TIME_14_17,12,1082708,273472,3,1096,83.1727,41.1613,202.07,HIGH
3001491,이태원 관광특구,BAKERY,TIME_17_21,12,1082708,314678,4,1096,71.7787,41.1613,174.38,HIGH
3001491,이태원 관광특구,BAKERY,TIME_21_24,12,1082708,104498,3,1096,31.7816,41.1613,77.21,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,KOREAN_FOOD,TIME_00_06,12,22757445,115227,6,1096,17.5224,865.1705,2.03,CLOSED
3001492,명동 남대문 북창동 다동 무교동 관광특구,KOREAN_FOOD,TIME_06_11,12,22757445,934448,5,1096,170.5197,865.1705,19.71,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,KOREAN_FOOD,TIME_11_14,12,22757445,12613594,3,1096,3836.2512,865.1705,443.41,VERY_HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,KOREAN_FOOD,TIME_14_17,12,22757445,2681715,3,1096,815.6068,865.1705,94.27,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,KOREAN_FOOD,TIME_17_21,12,22757445,5235980,4,1096,1194.3385,865.1705,138.05,HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,KOREAN_FOOD,TIME_21_24,12,22757445,1176481,3,1096,357.8105,865.1705,41.36,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHINESE_FOOD,TIME_00_06,12,1852607,3377,6,1096,0.5135,70.4306,0.73,CLOSED
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHINESE_FOOD,TIME_06_11,12,1852607,4277,5,1096,0.7805,70.4306,1.11,CLOSED
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHINESE_FOOD,TIME_11_14,12,1852607,1072655,3,1096,326.2333,70.4306,463.2,VERY_HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHINESE_FOOD,TIME_14_17,12,1852607,218683,3,1096,66.5094,70.4306,94.43,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHINESE_FOOD,TIME_17_21,12,1852607,477597,4,1096,108.9409,70.4306,154.68,HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHINESE_FOOD,TIME_21_24,12,1852607,76018,3,1096,23.1198,70.4306,32.83,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,JAPANESE_FOOD,TIME_00_06,12,1928614,1579,6,1096,0.2401,73.3202,0.33,CLOSED
3001492,명동 남대문 북창동 다동 무교동 관광특구,JAPANESE_FOOD,TIME_06_11,12,1928614,7319,5,1096,1.3356,73.3202,1.82,CLOSED
3001492,명동 남대문 북창동 다동 무교동 관광특구,JAPANESE_FOOD,TIME_11_14,12,1928614,1178041,3,1096,358.285,73.3202,488.66,VERY_HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,JAPANESE_FOOD,TIME_14_17,12,1928614,144629,3,1096,43.9869,73.3202,59.99,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,JAPANESE_FOOD,TIME_17_21,12,1928614,503960,4,1096,114.9544,73.3202,156.78,HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,JAPANESE_FOOD,TIME_21_24,12,1928614,93086,3,1096,28.3108,73.3202,38.61,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,WESTERN_FOOD,TIME_00_06,12,2224259,5574,6,1096,0.8476,84.5597,1.0,CLOSED
3001492,명동 남대문 북창동 다동 무교동 관광특구,WESTERN_FOOD,TIME_06_11,12,2224259,12957,5,1096,2.3644,84.5597,2.8,CLOSED
3001492,명동 남대문 북창동 다동 무교동 관광특구,WESTERN_FOOD,TIME_11_14,12,2224259,855131,3,1096,260.0763,84.5597,307.57,VERY_HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,WESTERN_FOOD,TIME_14_17,12,2224259,342061,3,1096,104.0332,84.5597,123.03,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,WESTERN_FOOD,TIME_17_21,12,2224259,944714,4,1096,215.4913,84.5597,254.84,VERY_HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,WESTERN_FOOD,TIME_21_24,12,2224259,63822,3,1096,19.4106,84.5597,22.95,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHICKEN,TIME_00_06,12,559946,25315,6,1096,3.8496,21.2875,18.08,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHICKEN,TIME_06_11,12,559946,15304,5,1096,2.7927,21.2875,13.12,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHICKEN,TIME_11_14,12,559946,64591,3,1096,19.6445,21.2875,92.28,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHICKEN,TIME_14_17,12,559946,24874,3,1096,7.5651,21.2875,35.54,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHICKEN,TIME_17_21,12,559946,179589,4,1096,40.9646,21.2875,192.44,HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,CHICKEN,TIME_21_24,12,559946,250273,3,1096,76.1171,21.2875,357.57,VERY_HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,FAST_FOOD,TIME_00_06,12,2252662,158,6,1096,0.024,85.6395,0.03,CLOSED
3001492,명동 남대문 북창동 다동 무교동 관광특구,FAST_FOOD,TIME_06_11,12,2252662,597524,5,1096,109.0372,85.6395,127.32,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,FAST_FOOD,TIME_11_14,12,2252662,787515,3,1096,239.5119,85.6395,279.67,VERY_HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,FAST_FOOD,TIME_14_17,12,2252662,369545,3,1096,112.392,85.6395,131.24,HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,FAST_FOOD,TIME_17_21,12,2252662,468795,4,1096,106.9332,85.6395,124.86,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,FAST_FOOD,TIME_21_24,12,2252662,29125,3,1096,8.858,85.6395,10.34,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,BUNSIK,TIME_00_06,12,7984012,26261,6,1096,3.9935,303.5284,1.32,CLOSED
3001492,명동 남대문 북창동 다동 무교동 관광특구,BUNSIK,TIME_06_11,12,7984012,1875571,5,1096,342.2575,303.5284,112.76,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,BUNSIK,TIME_11_14,12,7984012,3406976,3,1096,1036.1849,303.5284,341.38,VERY_HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,BUNSIK,TIME_14_17,12,7984012,1111562,3,1096,338.0663,303.5284,111.38,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,BUNSIK,TIME_17_21,12,7984012,1424935,4,1096,325.0308,303.5284,107.08,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,BUNSIK,TIME_21_24,12,7984012,138707,3,1096,42.1858,303.5284,13.9,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,CAFE_BEVERAGE,TIME_00_06,12,34943357,7720,6,1096,1.174,1328.4427,0.09,CLOSED
3001492,명동 남대문 북창동 다동 무교동 관광특구,CAFE_BEVERAGE,TIME_06_11,12,34943357,9886408,5,1096,1804.0891,1328.4427,135.8,HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,CAFE_BEVERAGE,TIME_11_14,12,34943357,14557447,3,1096,4427.4474,1328.4427,333.28,VERY_HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,CAFE_BEVERAGE,TIME_14_17,12,34943357,6611338,3,1096,2010.7476,1328.4427,151.36,HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,CAFE_BEVERAGE,TIME_17_21,12,34943357,3362159,4,1096,766.9158,1328.4427,57.73,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,CAFE_BEVERAGE,TIME_21_24,12,34943357,518285,3,1096,157.6293,1328.4427,11.87,LOW
3001492,명동 남대문 북창동 다동 무교동 관광특구,BAKERY,TIME_00_06,12,4232179,88,6,1096,0.0134,160.8949,0.01,CLOSED
3001492,명동 남대문 북창동 다동 무교동 관광특구,BAKERY,TIME_06_11,12,4232179,1368751,5,1096,249.7721,160.8949,155.24,HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,BAKERY,TIME_11_14,12,4232179,1360428,3,1096,413.7555,160.8949,257.16,VERY_HIGH
3001492,명동 남대문 북창동 다동 무교동 관광특구,BAKERY,TIME_14_17,12,4232179,683898,3,1096,207.9982,160.8949,129.28,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,BAKERY,TIME_17_21,12,4232179,733463,4,1096,167.3045,160.8949,103.98,MEDIUM
3001492,명동 남대문 북창동 다동 무교동 관광특구,BAKERY,TIME_21_24,12,4232179,85551,3,1096,26.0192,160.8949,16.17,LOW
3001493,동대문패션타운 관광특구,KOREAN_FOOD,TIME_00_06,12,3656911,178339,6,1096,27.1197,139.0249,19.51,LOW
3001493,동대문패션타운 관광특구,KOREAN_FOOD,TIME_06_11,12,3656911,187233,5,1096,34.1666,139.0249,24.58,LOW
3001493,동대문패션타운 관광특구,KOREAN_FOOD,TIME_11_14,12,3656911,1474210,3,1096,448.3607,139.0249,322.5,VERY_HIGH
3001493,동대문패션타운 관광특구,KOREAN_FOOD,TIME_14_17,12,3656911,438664,3,1096,133.4136,139.0249,95.96,MEDIUM
3001493,동대문패션타운 관광특구,KOREAN_FOOD,TIME_17_21,12,3656911,975769,4,1096,222.575,139.0249,160.1,HIGH
3001493,동대문패션타운 관광특구,KOREAN_FOOD,TIME_21_24,12,3656911,402696,3,1096,122.4745,139.0249,88.1,MEDIUM
3001493,동대문패션타운 관광특구,CHINESE_FOOD,TIME_00_06,12,181234,46864,6,1096,7.1265,6.89,103.43,MEDIUM
3001493,동대문패션타운 관광특구,CHINESE_FOOD,TIME_06_11,12,181234,14494,5,1096,2.6449,6.89,38.39,LOW
3001493,동대문패션타운 관광특구,CHINESE_FOOD,TIME_11_14,12,181234,38562,3,1096,11.7281,6.89,170.22,HIGH
3001493,동대문패션타운 관광특구,CHINESE_FOOD,TIME_14_17,12,181234,27207,3,1096,8.2746,6.89,120.1,MEDIUM
3001493,동대문패션타운 관광특구,CHINESE_FOOD,TIME_17_21,12,181234,33976,4,1096,7.75,6.89,112.48,MEDIUM
3001493,동대문패션타운 관광특구,CHINESE_FOOD,TIME_21_24,12,181234,20131,3,1096,6.1226,6.89,88.86,MEDIUM
3001493,동대문패션타운 관광특구,JAPANESE_FOOD,TIME_00_06,12,128922,0,6,1096,0.0,4.9012,0.0,CLOSED
3001493,동대문패션타운 관광특구,JAPANESE_FOOD,TIME_06_11,12,128922,0,5,1096,0.0,4.9012,0.0,CLOSED
3001493,동대문패션타운 관광특구,JAPANESE_FOOD,TIME_11_14,12,128922,36915,3,1096,11.2272,4.9012,229.07,VERY_HIGH
3001493,동대문패션타운 관광특구,JAPANESE_FOOD,TIME_14_17,12,128922,26721,3,1096,8.1268,4.9012,165.81,HIGH
3001493,동대문패션타운 관광특구,JAPANESE_FOOD,TIME_17_21,12,128922,65070,4,1096,14.8426,4.9012,302.83,VERY_HIGH
3001493,동대문패션타운 관광특구,JAPANESE_FOOD,TIME_21_24,12,128922,216,3,1096,0.0657,4.9012,1.34,CLOSED
3001493,동대문패션타운 관광특구,WESTERN_FOOD,TIME_00_06,12,889084,1008,6,1096,0.1533,33.8003,0.45,CLOSED
3001493,동대문패션타운 관광특구,WESTERN_FOOD,TIME_06_11,12,889084,15603,5,1096,2.8473,33.8003,8.42,CLOSED
3001493,동대문패션타운 관광특구,WESTERN_FOOD,TIME_11_14,12,889084,245327,3,1096,74.6128,33.8003,220.75,VERY_HIGH
3001493,동대문패션타운 관광특구,WESTERN_FOOD,TIME_14_17,12,889084,212447,3,1096,64.6128,33.8003,191.16,HIGH
3001493,동대문패션타운 관광특구,WESTERN_FOOD,TIME_17_21,12,889084,353908,4,1096,80.7272,33.8003,238.84,VERY_HIGH
3001493,동대문패션타운 관광특구,WESTERN_FOOD,TIME_21_24,12,889084,60791,3,1096,18.4887,33.8003,54.7,LOW
3001493,동대문패션타운 관광특구,CHICKEN,TIME_00_06,12,28380,1609,6,1096,0.2447,1.0789,22.68,LOW
3001493,동대문패션타운 관광특구,CHICKEN,TIME_06_11,12,28380,0,5,1096,0.0,1.0789,0.0,CLOSED
3001493,동대문패션타운 관광특구,CHICKEN,TIME_11_14,12,28380,252,3,1096,0.0766,1.0789,7.1,CLOSED
3001493,동대문패션타운 관광특구,CHICKEN,TIME_14_17,12,28380,1092,3,1096,0.3321,1.0789,30.78,LOW
3001493,동대문패션타운 관광특구,CHICKEN,TIME_17_21,12,28380,11292,4,1096,2.5757,1.0789,238.73,VERY_HIGH
3001493,동대문패션타운 관광특구,CHICKEN,TIME_21_24,12,28380,14135,3,1096,4.299,1.0789,398.45,VERY_HIGH
3001493,동대문패션타운 관광특구,FAST_FOOD,TIME_00_06,12,1733569,193791,6,1096,29.4694,65.9051,44.71,LOW
3001493,동대문패션타운 관광특구,FAST_FOOD,TIME_06_11,12,1733569,177284,5,1096,32.3511,65.9051,49.09,LOW
3001493,동대문패션타운 관광특구,FAST_FOOD,TIME_11_14,12,1733569,413796,3,1096,125.8504,65.9051,190.96,HIGH
3001493,동대문패션타운 관광특구,FAST_FOOD,TIME_14_17,12,1733569,291602,3,1096,88.6867,65.9051,134.57,HIGH
3001493,동대문패션타운 관광특구,FAST_FOOD,TIME_17_21,12,1733569,468341,4,1096,106.8296,65.9051,162.1,HIGH
3001493,동대문패션타운 관광특구,FAST_FOOD,TIME_21_24,12,1733569,188755,3,1096,57.4072,65.9051,87.11,MEDIUM
3001493,동대문패션타운 관광특구,BUNSIK,TIME_00_06,12,2595901,118722,6,1096,18.0538,98.6885,18.29,LOW
3001493,동대문패션타운 관광특구,BUNSIK,TIME_06_11,12,2595901,479074,5,1096,87.4223,98.6885,88.58,MEDIUM
3001493,동대문패션타운 관광특구,BUNSIK,TIME_11_14,12,2595901,587986,3,1096,178.8279,98.6885,181.2,HIGH
3001493,동대문패션타운 관광특구,BUNSIK,TIME_14_17,12,2595901,497078,3,1096,151.1794,98.6885,153.19,HIGH
3001493,동대문패션타운 관광특구,BUNSIK,TIME_17_21,12,2595901,736688,4,1096,168.0401,98.6885,170.27,HIGH
3001493,동대문패션타운 관광특구,BUNSIK,TIME_21_24,12,2595901,176353,3,1096,53.6353,98.6885,54.35,LOW
3001493,동대문패션타운 관광특구,CAFE_BEVERAGE,TIME_00_06,12,4101535,288134,6,1096,43.816,155.9282,28.1,LOW
3001493,동대문패션타운 관광특구,CAFE_BEVERAGE,TIME_06_11,12,4101535,755434,5,1096,137.8529,155.9282,88.41,MEDIUM
3001493,동대문패션타운 관광특구,CAFE_BEVERAGE,TIME_11_14,12,4101535,921011,3,1096,280.1128,155.9282,179.64,HIGH
3001493,동대문패션타운 관광특구,CAFE_BEVERAGE,TIME_14_17,12,4101535,696223,3,1096,211.7467,155.9282,135.8,HIGH
3001493,동대문패션타운 관광특구,CAFE_BEVERAGE,TIME_17_21,12,4101535,837002,4,1096,190.922,155.9282,122.44,MEDIUM
3001493,동대문패션타운 관광특구,CAFE_BEVERAGE,TIME_21_24,12,4101535,603731,3,1096,183.6165,155.9282,117.76,MEDIUM
3001493,동대문패션타운 관광특구,BAKERY,TIME_00_06,12,401183,33,6,1096,0.005,15.2518,0.03,CLOSED
3001493,동대문패션타운 관광특구,BAKERY,TIME_06_11,12,401183,141706,5,1096,25.8588,15.2518,169.55,HIGH
3001493,동대문패션타운 관광특구,BAKERY,TIME_11_14,12,401183,115480,3,1096,35.1217,15.2518,230.28,VERY_HIGH
3001493,동대문패션타운 관광특구,BAKERY,TIME_14_17,12,401183,69017,3,1096,20.9906,15.2518,137.63,HIGH
3001493,동대문패션타운 관광특구,BAKERY,TIME_17_21,12,401183,65247,4,1096,14.883,15.2518,97.58,MEDIUM
3001493,동대문패션타운 관광특구,BAKERY,TIME_21_24,12,401183,9700,3,1096,2.9501,15.2518,19.34,LOW
3001494,종로·청계 관광특구,KOREAN_FOOD,TIME_00_06,12,13077830,314403,6,1096,47.8107,497.1803,9.62,CLOSED
3001494,종로·청계 관광특구,KOREAN_FOOD,TIME_06_11,12,13077830,255307,5,1096,46.5889,497.1803,9.37,CLOSED
3001494,종로·청계 관광특구,KOREAN_FOOD,TIME_11_14,12,13077830,5301036,3,1096,1612.2372,497.1803,324.28,VERY_HIGH
3001494,종로·청계 관광특구,KOREAN_FOOD,TIME_14_17,12,13077830,1875019,3,1096,570.2613,497.1803,114.7,MEDIUM
3001494,종로·청계 관광특구,KOREAN_FOOD,TIME_17_21,12,13077830,4075344,4,1096,929.5949,497.1803,186.97,HIGH
3001494,종로·청계 관광특구,KOREAN_FOOD,TIME_21_24,12,13077830,1256721,3,1096,382.2144,497.1803,76.88,MEDIUM
3001494,종로·청계 관광특구,CHINESE_FOOD,TIME_00_06,12,1376101,15987,6,1096,2.4311,52.3153,4.65,CLOSED
3001494,종로·청계 관광특구,CHINESE_FOOD,TIME_06_11,12,1376101,14453,5,1096,2.6374,52.3153,5.04,CLOSED
3001494,종로·청계 관광특구,CHINESE_FOOD,TIME_11_14,12,1376101,629943,3,1096,191.5885,52.3153,366.22,VERY_HIGH
3001494,종로·청계 관광특구,CHINESE_FOOD,TIME_14_17,12,1376101,198060,3,1096,60.2372,52.3153,115.14,MEDIUM
3001494,종로·청계 관광특구,CHINESE_FOOD,TIME_17_21,12,1376101,406792,4,1096,92.7901,52.3153,177.37,HIGH
3001494,종로·청계 관광특구,CHINESE_FOOD,TIME_21_24,12,1376101,110866,3,1096,33.7184,52.3153,64.45,LOW
3001494,종로·청계 관광특구,JAPANESE_FOOD,TIME_00_06,12,788556,15708,6,1096,2.3887,29.9786,7.97,CLOSED
3001494,종로·청계 관광특구,JAPANESE_FOOD,TIME_06_11,12,788556,2891,5,1096,0.5276,29.9786,1.76,CLOSED
3001494,종로·청계 관광특구,JAPANESE_FOOD,TIME_11_14,12,788556,434336,3,1096,132.0973,29.9786,440.64,VERY_HIGH
3001494,종로·청계 관광특구,JAPANESE_FOOD,TIME_14_17,12,788556,42863,3,1096,13.0362,29.9786,43.49,LOW
3001494,종로·청계 관광특구,JAPANESE_FOOD,TIME_17_21,12,788556,206170,4,1096,47.0278,29.9786,156.87,HIGH
3001494,종로·청계 관광특구,JAPANESE_FOOD,TIME_21_24,12,788556,86588,3,1096,26.3345,29.9786,87.84,MEDIUM
3001494,종로·청계 관광특구,WESTERN_FOOD,TIME_00_06,12,562753,11132,6,1096,1.6928,21.3942,7.91,CLOSED
3001494,종로·청계 관광특구,WESTERN_FOOD,TIME_06_11,12,562753,3062,5,1096,0.5588,21.3942,2.61,CLOSED
3001494,종로·청계 관광특구,WESTERN_FOOD,TIME_11_14,12,562753,244732,3,1096,74.4319,21.3942,347.91,VERY_HIGH
3001494,종로·청계 관광특구,WESTERN_FOOD,TIME_14_17,12,562753,56215,3,1096,17.097,21.3942,79.91,MEDIUM
3001494,종로·청계 관광특구,WESTERN_FOOD,TIME_17_21,12,562753,193566,4,1096,44.1528,21.3942,206.38,HIGH
3001494,종로·청계 관광특구,WESTERN_FOOD,TIME_21_24,12,562753,54046,3,1096,16.4373,21.3942,76.83,MEDIUM
3001494,종로·청계 관광특구,CHICKEN,TIME_00_06,12,501480,36465,6,1096,5.5452,19.0648,29.09,LOW
3001494,종로·청계 관광특구,CHICKEN,TIME_06_11,12,501480,10533,5,1096,1.9221,19.0648,10.08,LOW
3001494,종로·청계 관광특구,CHICKEN,TIME_11_14,12,501480,24988,3,1096,7.5998,19.0648,39.86,LOW
3001494,종로·청계 관광특구,CHICKEN,TIME_14_17,12,501480,31971,3,1096,9.7235,19.0648,51.0,LOW
3001494,종로·청계 관광특구,CHICKEN,TIME_17_21,12,501480,204008,4,1096,46.5347,19.0648,244.09,VERY_HIGH
3001494,종로·청계 관광특구,CHICKEN,TIME_21_24,12,501480,193515,3,1096,58.8549,19.0648,308.71,VERY_HIGH
3001494,종로·청계 관광특구,FAST_FOOD,TIME_00_06,12,367201,64,6,1096,0.0097,13.9599,0.07,CLOSED
3001494,종로·청계 관광특구,FAST_FOOD,TIME_06_11,12,367201,30454,5,1096,5.5573,13.9599,39.81,LOW
3001494,종로·청계 관광특구,FAST_FOOD,TIME_11_14,12,367201,130275,3,1096,39.6214,13.9599,283.82,VERY_HIGH
3001494,종로·청계 관광특구,FAST_FOOD,TIME_14_17,12,367201,66313,3,1096,20.1682,13.9599,144.47,HIGH
3001494,종로·청계 관광특구,FAST_FOOD,TIME_17_21,12,367201,116192,4,1096,26.5036,13.9599,189.86,HIGH
3001494,종로·청계 관광특구,FAST_FOOD,TIME_21_24,12,367201,23903,3,1096,7.2698,13.9599,52.08,LOW
3001494,종로·청계 관광특구,BUNSIK,TIME_00_06,12,2601429,16754,6,1096,2.5477,98.8986,2.58,CLOSED
3001494,종로·청계 관광특구,BUNSIK,TIME_06_11,12,2601429,182359,5,1096,33.2772,98.8986,33.65,LOW
3001494,종로·청계 관광특구,BUNSIK,TIME_11_14,12,2601429,855748,3,1096,260.264,98.8986,263.16,VERY_HIGH
3001494,종로·청계 관광특구,BUNSIK,TIME_14_17,12,2601429,630281,3,1096,191.6913,98.8986,193.83,HIGH
3001494,종로·청계 관광특구,BUNSIK,TIME_17_21,12,2601429,756454,4,1096,172.5488,98.8986,174.47,HIGH
3001494,종로·청계 관광특구,BUNSIK,TIME_21_24,12,2601429,159833,3,1096,48.611,98.8986,49.15,LOW
